"Grand Total","المجموع الكلي",""
"Taxes:","الضرائب:",""
"Net Total:","صافي الإجمالي:",""
"Discount:","الخصم:",""
"Grand Total:","المجموع الكلي:",""
"Paid Amount:","المبلغ المدفوع:",""
"Outstanding:","المستحق:",""
"Remarks","ملاحظات",""
"Failed to load invoice details","فشل في تحميل تفاصيل الفاتورة",""
"Warehouse Availability","توفر المستودعات",""
"Close dialog","إغلاق النافذة",""
"Checking warehouse availability...","جاري التحقق من توفر المستودعات...",""
"Actual Stock:","المخزون الفعلي:",""
"This item is out of stock in all warehouses","هذا المنتج غير متوفر في جميع المستودعات",""
"Total Available:","إجمالي المتاح:",""
"across 1 warehouse","عبر مستودع واحد",""
"across {0} warehouses","عبر {0} مستودعات",""
"Have a coupon code?","هل لديك رمز كوبون؟",""
"Enter your promotional or gift card code below","أدخل رمز العرض الترويجي أو بطاقة الهدايا أدناه",""
"ENTER-CODE-HERE","أدخل-الرمز-هنا",""
"Code is case-insensitive","الرمز غير حساس لحالة الأحرف",""
"My Gift Cards ({0})","بطاقات الهدايا الخاصة بي ({0})",""
"Coupon Applied Successfully!","تم تطبيق الكوبون بنجاح!",""
"Discount Amount","قيمة الخصم",""
"Please enter a coupon code","يرجى إدخال رمز الكوبون",""
"The coupon code you entered is not valid","رمز الكوبون الذي أدخلته غير صالح",""
"This coupon requires a minimum purchase of ","هذا الكوبون يتطلب حد أدنى للشراء بقيمة ",""
"Failed to apply coupon. Please try again.","فشل في تطبيق الكوبون. يرجى المحاولة مرة أخرى.",""
"Discount has been removed","تمت إزالة الخصم",""
"Search countries...","البحث عن الدول...",""
"No countries found","لم يتم العثور على دول",""
"Create New Customer","إنشاء عميل جديد",""
"Customer Name","اسم العميل",""
"Enter customer name","أدخل اسم العميل",""
"Mobile Number","رقم الهاتف",""
"Search country or code...","البحث عن دولة أو رمز...",""
"Enter phone number","أدخل رقم الهاتف",""
"Enter email address","أدخل البريد الإلكتروني",""
"Customer Group","مجموعة العملاء",""
"Select Customer Group","اختر مجموعة العملاء",""
"Territory","المنطقة",""
"Select Territory","اختر المنطقة",""
"Permission Required","إذن مطلوب",""
"You don't have permission to create customers. Contact your administrator.","ليس لديك إذن لإنشاء عملاء. تواصل مع المسؤول.",""
"Individual","فرد",""
"All Territories","جميع المناطق",""
"Customer {0} created successfully","تم إنشاء العميل {0} بنجاح",""
"Failed to create customer","فشل في إنشاء العميل",""
"Customer Name is required","اسم العميل مطلوب",""
"Promotion & Coupon Management","إدارة العروض والكوبونات",""
"Manage promotional schemes and coupons","إدارة مخططات العروض الترويجية والكوبونات",""
"Promotional Schemes","المخططات الترويجية",""
"Coupons","الكوبونات",""
"Search promotions...","البحث عن العروض...",""
"Active Only","النشطة فقط",""
"Expired Only","المنتهية فقط",""
"Not Started","لم تبدأ بعد",""
"Disabled Only","المعطلة فقط",""
"Create New Promotion","إنشاء عرض جديد",""
"Create permission required","إذن الإنشاء مطلوب",""
"No promotions found","لم يتم العثور على عروض",""
"Rule","قاعدة",""
"Scheme","مخطط",""
"{0} items","{0} منتجات",""
"No expiry","بدون انتهاء",""
"Select a Promotion","اختر عرضاً",""
"Choose a promotion from the list to view and edit, or create a new one to get started","اختر عرضاً من القائمة لعرضه وتعديله، أو أنشئ واحداً جديداً للبدء",""
"You don't have permission to create promotions","ليس لديك إذن لإنشاء العروض",""
"Create New Promotion","إنشاء عرض جديد",""
"Edit Promotion","تعديل العرض",""
"Pricing Rule","قاعدة التسعير",""
"Promotional Scheme","المخطط الترويجي",""
"Fill in the details to create a new promotional scheme","أملأ التفاصيل لإنشاء مخطط ترويجي جديد",""
"View pricing rule details (read-only)","عرض تفاصيل قاعدة التسعير (للقراءة فقط)",""
"Update the promotion details below","تحديث تفاصيل العرض أدناه",""
"Read-only: Edit in ERPNext","للقراءة فقط: عدّل في ERPNext",""
"Enable","تفعيل",""
"Basic Information","المعلومات الأساسية",""
"Promotion Name","اسم العرض",""
"e.g., Summer Sale 2025","مثال: تخفيضات الصيف 2025",""
"Valid From","صالح من",""
"Valid Until","صالح حتى",""
"Apply On","تطبيق على",""
"Specific Items","منتجات محددة",""
"Item Groups","مجموعات المنتجات",""
"Brands","العلامات التجارية",""
"Entire Transaction","المعاملة بالكامل",""
"Select {0}","اختر {0}",""
"Required","مطلوب",""
"Search items... (min 2 characters)","البحث عن منتجات... (حرفين كحد أدنى)",""
"Searching from {0} cached items","البحث من {0} منتج مخزن",""
"-- Select Item Group --","-- اختر مجموعة المنتجات --",""
"-- Select Brand --","-- اختر العلامة التجارية --",""
"Discount Details","تفاصيل الخصم",""
"Discount Type","نوع الخصم",""
"Discount (%)","الخصم (%)",""
"discount ({0})","الخصم ({0})",""
"Free Item","منتج مجاني",""
"Search item... (min 2 characters)","البحث عن منتج... (حرفين كحد أدنى)",""
"Free Quantity","الكمية المجانية",""
"Minimum Quantity","الحد الأدنى للكمية",""
"Maximum Quantity","الحد الأقصى للكمية",""
"Minimum Amount ({0})","الحد الأدنى للمبلغ ({0})",""
"Maximum Amount ({0})","الحد الأقصى للمبلغ ({0})",""
"Delete Promotion","حذف العرض",""
"Are you sure you want to delete <strong>\"{0}\"<strong>?","هل أنت متأكد من حذف <strong>\"{0}\"<strong>؟",""
"This will also delete all associated pricing rules. This action cannot be undone.","سيؤدي هذا أيضاً إلى حذف جميع قواعد التسعير المرتبطة. لا يمكن التراجع عن هذا الإجراء.",""
"Percentage","نسبة مئوية",""
"Fixed Amount","مبلغ ثابت",""
"Failed to load item groups","فشل في تحميل مجموعات المنتجات",""
"Failed to load brands","فشل في تحميل العلامات التجارية",""
"Promotion created successfully","تم إنشاء العرض بنجاح",""
"Failed to create promotion","فشل في إنشاء العرض",""
"Promotion updated successfully","تم تحديث العرض بنجاح",""
"Failed to update promotion","فشل في تحديث العرض",""
"Promotion status updated successfully","تم تحديث حالة العرض بنجاح",""
"Failed to update promotion status","فشل في تحديث حالة العرض",""
"Promotion deleted successfully","تم حذف العرض بنجاح",""
"Failed to delete promotion","فشل في حذف العرض",""
"Failed to load promotion details","فشل في تحميل تفاصيل العرض",""
"An error occurred","حدث خطأ",""
"Please enter a promotion name","يرجى إدخال اسم العرض",""
"Promotion \"{0}\" already exists. Please use a different name.","العرض \"{0}\" موجود بالفعل. يرجى استخدام اسم مختلف.",""
"Please select at least one {0}","يرجى اختيار {0} واحد على الأقل",""
"Partially Paid ({0})","مدفوع جزئياً ({0})",""
"Unpaid ({0})","غير مدفوع ({0})",""
"Overdue ({0})","متأخر السداد ({0})",""
"Outstanding Payments","المدفوعات المستحقة",""
"{0} paid","تم دفع {0}",""
"No Unpaid Invoices","لا توجد فواتير غير مدفوعة",""
"All invoices are fully paid","جميع الفواتير مدفوعة بالكامل",""
"No invoices found","لم يتم العثور على فواتير",""
"Date & Time","التاريخ والوقت",""
"Paid Amount","المبلغ المدفوع",""
"No draft invoices","لا توجد مسودات فواتير",""
"Save invoices as drafts to continue later","احفظ الفواتير كمسودات للمتابعة لاحقاً",""
"Customer: {0}","العميل: {0}",""
"Delete draft","حذف المسودة",""
"{0} item(s)","{0} منتج(منتجات)",""
"+{0} more","+{0} أخرى",""
"No return invoices","لا توجد فواتير إرجاع",""
"Return invoices will appear here","ستظهر فواتير الإرجاع هنا",""
"Against: {0}","مقابل: {0}",""
"Drafts","المسودات",""
"Failed to load unpaid invoices","فشل في تحميل الفواتير غير المدفوعة",""
"Select Batch Numbers","اختر أرقام الدفعات",""
"Select Serial Numbers","اختر الأرقام التسلسلية",""
"Select Batch Number","اختر رقم الدفعة",""
"Qty: {0}","الكمية: {0}",""
"Exp: {0}","تنتهي: {0}",""
"Select Serial Numbers ({0}/{1})","اختر الأرقام التسلسلية ({0}/{1})",""
"Warehouse: {0}","المستودع: {0}",""
"Or enter serial numbers manually (one per line)","أو أدخل الأرقام التسلسلية يدوياً (واحد لكل سطر)",""
"Enter serial numbers...","أدخل الأرقام التسلسلية...",""
"Change language: {0}","تغيير اللغة: {0}",""
"<strong>{0}</strong> of <strong>{1}</strong> invoice(s)","<strong>{0}</strong> من <strong>{1}</strong> فاتورة(فواتير)",""
"Clear all","مسح الكل",""
"From Date","من تاريخ",""
"To Date","إلى تاريخ",""
"Save these filters as...","حفظ هذه الفلاتر كـ...",""
"Saved Filters","الفلاتر المحفوظة",""
"Partial","جزئي",""
"Delete \"{0}\"?","حذف \"{0}\"؟",""
"Install POSNext","تثبيت POSNext",""
"Faster access and offline support","وصول أسرع ودعم بدون اتصال",""
"Snooze for 7 days","تأجيل لمدة 7 أيام",""
"Install","تثبيت",""
"Close (shows again next session)","إغلاق (يظهر مجدداً في الجلسة القادمة)",""
"Searching...","جاري البحث...",""
"No options available","لا توجد خيارات متاحة",""
"Clear selection","مسح الاختيار",""
"Load more ({0} remaining)","تحميل المزيد ({0} متبقي)",""
"Search...","بحث...",""
"Search coupons...","البحث عن الكوبونات...",""
"Expired","منتهي الصلاحية",""
"Exhausted","مستنفد",""
"All Types","جميع الأنواع",""
"POS Next","POS Next",""
"View items","عرض المنتجات",""
"View cart","عرض السلة",""
"View cart with {0} items","عرض السلة مع {0} منتجات",""
"Hr","س",""
"Min","د",""
"Sec","ث",""
"{0} paid of {1}","تم دفع {0} من {1}",""
"Outstanding","مستحق",""
"Sales Persons","مندوبو المبيعات",""
"Sales Person","مندوب المبيعات",""
"1 selected","1 مختار",""
"Selected:","المختارين:",""
"Total: {0}% (should be 100%)","الإجمالي: {0}% (يجب أن يكون 100%)",""
"Commission: {0}%","العمولة: {0}%",""
"Search to add sales persons","ابحث لإضافة مندوبي مبيعات",""
"Loading sales persons...","جاري تحميل مندوبي المبيعات...",""
"No sales persons found","لم يتم العثور على مندوبي مبيعات",""
"Additional Discount","خصم إضافي",""
"% Percent","% نسبة",""
"{0} Amount","المبلغ {0}",""
"Select payment method to add","اختر طريقة دفع للإضافة",""
"Added","مضاف",""
"Quick amounts for {0}","مبالغ سريعة لـ {0}",""
"Custom amount","مبلغ مخصص",""
"Payment Breakdown","تفاصيل الدفع",""
"Apply Credit","تطبيق الرصيد",""
"Pay on Account","الدفع بالآجل",""
"Maximum allowed discount is {0}%","الحد الأقصى للخصم المسموح به هو {0}%",""
"Maximum allowed discount is {0}% ({1} {2})","الحد الأقصى للخصم المسموح به هو {0}% ({1} {2})",""
"Create new customer","إنشاء عميل جديد",""
"Remove customer","إزالة العميل",""
"Search or add customer...","البحث أو إضافة عميل...",""
"Search customer in cart","البحث عن العميل في السلة",""
"Select items to start or choose a quick action","اختر المنتجات للبدء أو اختر إجراءً سريعاً",""
"View current shift details","عرض تفاصيل الوردية الحالية",""
"View draft invoices","عرض مسودات الفواتير",""
"View invoice history","عرض سجل الفواتير",""
"Process return invoice","معالجة فاتورة الإرجاع",""
"Close current shift","إغلاق الوردية الحالية",""
"{0} free item(s) included","يتضمن {0} منتج(منتجات) مجانية",""
"+{0} FREE","+{0} مجاني",""
"Remove {0}","إزالة {0}",""
"Remove item","إزالة المنتج",""
"Decrease quantity","تقليل الكمية",""
"Increase quantity","زيادة الكمية",""
"Click to change unit","انقر لتغيير الوحدة",""
"Only one unit available","وحدة واحدة متاحة فقط",""
"Total Quantity","إجمالي الكمية",""
"Proceed to payment","المتابعة للدفع",""
"Hold order as draft","تعليق الطلب كمسودة",""
"Hold","تعليق",""
"Offers","العروض",""
"Coupon","الكوبون",""
"Edit Item Details","تعديل تفاصيل المنتج",""
"Edit item quantity, UOM, warehouse, and discount","تعديل الكمية ووحدة القياس والمستودع والخصم",""
"Default","افتراضي",""
"Item Discount","خصم المنتج",""
"Percentage (%)","نسبة مئوية (%)",""
"Checking Stock...","جاري فحص المخزون...",""
"No Stock Available","لا يوجد مخزون متاح",""
"Update Item","تحديث المنتج",""
"\"{0}\" is not available in warehouse \"{1}\". Please select another warehouse.","\"{0}\" غير متوفر في المستودع \"{1}\". يرجى اختيار مستودع آخر.",""
"Only {0} units of \"{1}\" available in \"{2}\". Current quantity: {3}","فقط {0} وحدات من \"{1}\" متوفرة في \"{2}\". الكمية الحالية: {3}",""
"{0} units available in \"{1}\"","{0} وحدات متوفرة في \"{1}\"",""
"Available Offers","العروض المتاحة",""
"Loading offers...","جاري تحميل العروض...",""
"Applying offer...","جاري تطبيق العرض...",""
"No offers available","لا توجد عروض متاحة",""
"Add items to your cart to see eligible offers","أضف منتجات للسلة لرؤية العروض المؤهلة",""
"APPLIED","مطبّق",""
"PRICING RULE","قاعدة تسعير",""
"PROMO SCHEME","مخطط ترويجي",""
"{0}% OFF","خصم {0}%",""
"{0} OFF","خصم {0}",""
"Special Offer","عرض خاص",""
"+ Free Item","+ منتج مجاني",""
"Min Purchase","الحد الأدنى للشراء",""
"Min Quantity","الحد الأدنى للكمية",""
"Subtotal (before tax)","المجموع الفرعي (قبل الضريبة)",""
"Add {0} more to unlock","أضف {0} للحصول على العرض",""
"Remove Offer","إزالة العرض",""
"Apply Offer","تطبيق العرض",""
"Create Return Invoice","إنشاء فاتورة إرجاع",""
"Select Invoice to Return","اختر الفاتورة للإرجاع",""
"Search by invoice number or customer name...","البحث برقم الفاتورة أو اسم العميل...",""
"Search by invoice number or customer...","البحث برقم الفاتورة أو العميل...",""
"Process Return","معالجة الإرجاع",""
"Select Items to Return","اختر المنتجات للإرجاع",""
"⚠️ {0} already returned","⚠️ تم إرجاع {0} مسبقاً",""
"Return Qty:","كمية الإرجاع:",""
"of {0}","من {0}",""
"No items available for return","لا توجد منتجات متاحة للإرجاع",""
"Refund Payment Methods","طرق استرداد الدفع",""
"+ Add Payment","+ إضافة طريقة دفع",""
"Select method...","اختر الطريقة...",""
"Select payment method...","اختر طريقة الدفع...",""
"Total Refund:","إجمالي الاسترداد:",""
"Payment Total:","إجمالي المدفوع:",""
"⚠️ Payment total must equal refund amount","⚠️ يجب أن يساوي إجمالي الدفع مبلغ الاسترداد",""
"Return Summary","ملخص الإرجاع",""
"Items to Return:","المنتجات للإرجاع:",""
"Refund Amount:","مبلغ الاسترداد:",""
"Enter reason for return (e.g., defective product, wrong item, customer request)...","أدخل سبب الإرجاع (مثل: منتج معيب، منتج خاطئ، طلب العميل)...",""
"{0} item(s) selected","تم اختيار {0} منتج(منتجات)",""
"Create Return","إنشاء الإرجاع",""
"OK","حسناً",""
"Invoice must be submitted to create a return","يجب اعتماد الفاتورة لإنشاء إرجاع",""
"Cannot create return against a return invoice","لا يمكن إنشاء إرجاع مقابل فاتورة إرجاع",""
"All items from this invoice have already been returned","تم إرجاع جميع المنتجات من هذه الفاتورة بالفعل",""
"Return against {0}","إرجاع مقابل {0}",""
"Failed to create return invoice","فشل في إنشاء فاتورة الإرجاع",""
"Failed to load recent invoices","فشل في تحميل الفواتير الأخيرة",""
"{0}: maximum {1}","{0}: الحد الأقصى {1}",""
"Adjust return quantities before submitting.\n\n{0}","عدّل كميات الإرجاع قبل الإرسال.\n\n{0}",""
"{0} Pending Invoice(s)","{0} فاتورة(فواتير) معلقة",""
"These invoices will be submitted when you're back online","سيتم إرسال هذه الفواتير عند عودتك للاتصال",""
"Sync All","مزامنة الكل",""
"No pending offline invoices","لا توجد فواتير معلقة غير متصلة",""
"Walk-in Customer","عميل عابر",""
"{0} failed","فشل {0}",""
"Payments:","الدفعات:",""
"Edit Invoice","تعديل الفاتورة",""
"Are you sure you want to delete this offline invoice?","هل أنت متأكد من حذف هذه الفاتورة غير المتصلة؟",""
"This action cannot be undone.","لا يمكن التراجع عن هذا الإجراء.",""
"Just now","الآن",""
"{0} minutes ago","منذ {0} دقائق",""
"{0} hours ago","منذ {0} ساعات",""
"POS Settings","إعدادات نقطة البيع",""
"Save Changes","حفظ التغييرات",""
"Loading settings...","جاري تحميل الإعدادات...",""
"Stock Management","إدارة المخزون",""
"Configure warehouse and inventory settings","إعدادات المستودع والمخزون",""
"Stock Controls","عناصر تحكم المخزون",""
"Warehouse Selection","اختيار المستودع",""
"Loading warehouses...","جاري تحميل المستودعات...",""
"Active Warehouse","المستودع النشط",""
"All stock operations will use this warehouse. Stock quantities will refresh after saving.","جميع عمليات المخزون ستستخدم هذا المستودع. سيتم تحديث كميات المخزون بعد الحفظ.",""
"Stock Validation Policy","سياسة التحقق من المخزون",""
"Allow Negative Stock","السماح بالمخزون السالب",""
"Enable selling items even when stock reaches zero or below. Integrates with ERPNext stock settings.","تمكين بيع المنتجات حتى عندما يصل المخزون إلى الصفر أو أقل. يتكامل مع إعدادات مخزون ERPNext.",""
"Background Stock Sync","مزامنة المخزون في الخلفية",""
"Enable Automatic Stock Sync","تمكين مزامنة المخزون التلقائية",""
"Periodically sync stock quantities from server in the background (runs in Web Worker)","مزامنة كميات المخزون دورياً من الخادم في الخلفية (تعمل في Web Worker)",""
"Sync Interval (seconds)","فترة المزامنة (ثواني)",""
"How often to check server for stock updates (minimum 10 seconds)","كم مرة يتم فحص الخادم لتحديثات المخزون (الحد الأدنى 10 ثواني)",""
"Warehouse not set","لم يتم تعيين المستودع",""
"Network Usage:","استخدام الشبكة:",""
"~15 KB per sync cycle","~15 كيلوبايت لكل دورة مزامنة",""
"~{0} MB per hour","~{0} ميجابايت في الساعة",""
"Sales Management","إدارة المبيعات",""
"Configure pricing, discounts, and sales operations","إعدادات التسعير والخصومات وعمليات البيع",""
"Sales Controls","عناصر تحكم المبيعات",""
"Pricing & Discounts","التسعير والخصومات",""
"Tax Inclusive","شامل الضريبة",""
"When enabled, displayed prices include tax. When disabled, tax is calculated separately. Changes apply immediately to your cart when you save.","عند التفعيل، الأسعار المعروضة تشمل الضريبة. عند التعطيل، يتم حساب الضريبة بشكل منفصل. التغييرات تطبق فوراً على السلة عند الحفظ.",""
"Max Discount (%)","الحد الأقصى للخصم (%)",""
"Maximum discount per item","الحد الأقصى للخصم لكل منتج",""
"Use Percentage Discount","استخدام خصم نسبي",""
"Show discounts as percentages","عرض الخصومات كنسب مئوية",""
"Allow Additional Discount","السماح بخصم إضافي",""
"Enable invoice-level discount","تفعيل خصم على مستوى الفاتورة",""
"Allow Item Discount","السماح بخصم المنتج",""
"Enable item-level discount in edit dialog","تفعيل خصم على مستوى المنتج في نافذة التعديل",""
"Disable Rounded Total","تعطيل التقريب",""
"Show exact totals without rounding","عرض الإجماليات الدقيقة بدون تقريب",""
"Sales Operations","عمليات البيع",""
"Allow Credit Sale","السماح بالبيع بالآجل",""
"Enable sales on credit","تفعيل البيع بالآجل",""
"Allow Return","السماح بالإرجاع",""
"Enable product returns","تفعيل إرجاع المنتجات",""
"Allow Write Off Change","السماح بشطب الباقي",""
"Write off small change amounts","شطب المبالغ الصغيرة المتبقية",""
"Allow Partial Payment","السماح بالدفع الجزئي",""
"Enable partial payment for invoices","تفعيل الدفع الجزئي للفواتير",""
"Print without confirmation","الطباعة بدون تأكيد",""
"No POS Profile Selected","لم يتم اختيار ملف نقطة البيع",""
"Please select a POS Profile to configure settings","يرجى اختيار ملف نقطة البيع لتكوين الإعدادات",""
"Failed to load settings","فشل في تحميل الإعدادات",""
"POS Profile not found","لم يتم العثور على ملف نقطة البيع",""
"Settings saved successfully","تم حفظ الإعدادات بنجاح",""
"Settings saved, warehouse updated, and tax mode changed. Cart will be recalculated.","تم حفظ الإعدادات وتحديث المستودع وتغيير وضع الضريبة. سيتم إعادة حساب السلة.",""
"Settings saved and warehouse updated. Reloading stock...","تم حفظ الإعدادات وتحديث المستودع. جاري إعادة تحميل المخزون...",""
"Failed to save settings","فشل في حفظ الإعدادات",""
"{0}s ago","منذ {0}ث",""
"{0}m ago","منذ {0}د",""
"Sign in to POS Next","تسجيل الدخول إلى POS Next",""
"Login Failed","فشل تسجيل الدخول",""
"Enter your username or email","أدخل اسم المستخدم أو البريد الإلكتروني",""
"User ID / Email","اسم المستخدم / البريد الإلكتروني",""
"Enter your password","أدخل كلمة المرور",""
"Hide password","إخفاء كلمة المرور",""
"Show password","إظهار كلمة المرور",""
"Signing in...","جاري تسجيل الدخول...",""
"Clear all items","مسح جميع المنتجات",""
"View all available offers","عرض جميع العروض المتاحة",""
"Apply coupon code","تطبيق رمز الكوبون",""
"Create New Coupon","إنشاء كوبون جديد",""
"No coupons found","لم يتم العثور على كوبونات",""
"Gift","هدية",""
"Used: {0}/{1}","مستخدم: {0}/{1}",""
"Used: {0}","مستخدم: {0}",""
"Select a Coupon","اختر كوبون",""
"Choose a coupon from the list to view and edit, or create a new one to get started","اختر كوبوناً من القائمة لعرضه وتعديله، أو أنشئ واحداً جديداً للبدء",""
"You don't have permission to create coupons","ليس لديك إذن لإنشاء كوبونات",""
"Coupon Details","تفاصيل الكوبون",""
"Fill in the details to create a new coupon","أملأ التفاصيل لإنشاء كوبون جديد",""
"View and update coupon information","عرض وتحديث معلومات الكوبون",""
"Create","إنشاء",""
"Coupon Name","اسم الكوبون",""
"e.g., Summer Sale Coupon 2025","مثال: كوبون تخفيضات الصيف 2025",""
"Coupon Type","نوع الكوبون",""
"Promotional","ترويجي",""
"Gift Card","بطاقة هدايا",""
"Auto-generated if empty","يتم إنشاؤه تلقائياً إذا كان فارغاً",""
"Generate","توليد",""
"Customer ID or Name","رقم العميل أو الاسم",""
"Company","الشركة",""
"Discount Configuration","إعدادات الخصم",""
"Apply Discount On","تطبيق الخصم على",""
"Net Total","صافي الإجمالي",""
"e.g., 20","مثال: 20",""
"Amount in {0}","المبلغ بـ {0}",""
"Minimum Cart Amount","الحد الأدنى لقيمة السلة",""
"Optional minimum in {0}","الحد الأدنى الاختياري بـ {0}",""
"Maximum Discount Amount","الحد الأقصى للخصم",""
"Optional cap in {0}","الحد الأقصى الاختياري بـ {0}",""
"Current Discount:","الخصم الحالي:",""
"{0}% off {1}","خصم {0}% على {1}",""
"{0} off {1}","خصم {0} على {1}",""
"(Min: {0})","(الحد الأدنى: {0})",""
"(Max Discount: {0})","(الحد الأقصى للخصم: {0})",""
"Validity & Usage","الصلاحية والاستخدام",""
"Unlimited","غير محدود",""
"Only One Use Per Customer","استخدام واحد فقط لكل عميل",""
"Coupon Status & Info","حالة الكوبون والمعلومات",""
"Current Status","الحالة الحالية",""
"Created On","تاريخ الإنشاء",""
"Last Modified","آخر تعديل",""
"Delete Coupon","حذف الكوبون",""
"-- No Campaign --","-- بدون حملة --",""
"Failed to load coupons","فشل في تحميل الكوبونات",""
"Failed to load coupon details","فشل في تحميل تفاصيل الكوبون",""
"Coupon created successfully","تم إنشاء الكوبون بنجاح",""
"Failed to create coupon","فشل في إنشاء الكوبون",""
"Coupon updated successfully","تم تحديث الكوبون بنجاح",""
"Failed to update coupon","فشل في تحديث الكوبون",""
"Coupon status updated successfully","تم تحديث حالة الكوبون بنجاح",""
"Failed to toggle coupon status","فشل في تبديل حالة الكوبون",""
"Coupon deleted successfully","تم حذف الكوبون بنجاح",""
"Failed to delete coupon","فشل في حذف الكوبون",""
"Please enter a coupon name","يرجى إدخال اسم الكوبون",""
"Please select a discount type","يرجى اختيار نوع الخصم",""
"Please enter a valid discount percentage (1-100)","يرجى إدخال نسبة خصم صالحة (1-100)",""
"Please enter a valid discount amount","يرجى إدخال مبلغ خصم صالح",""
"Please select a customer for gift card","يرجى اختيار عميل لبطاقة الهدايا",""
"Cannot delete coupon as it has been used {0} times","لا يمكن حذف الكوبون لأنه تم استخدامه {0} مرات",""
"Add to Cart","إضافة للسلة",""
"Warehouse","المستودع",""
"Search products...","البحث عن المنتجات...",""
"Item Code","رمز الصنف",""
"Brand","العلامة التجارية",""
"Transaction","المعاملة",""
"e.g., Summer Sale 2025","مثال: تخفيضات الصيف 2025",""
"Pricing Rules","قواعد التسعير",""
"Promo Schemes","المخططات الترويجية",""
"Return Reason","سبب الإرجاع",""
"Settings saved. Tax mode is now \"inclusive\". Cart will be recalculated.","تم حفظ الإعدادات. وضع الضريبة الآن \"شامل\". سيتم إعادة حساب السلة.",""
"Settings saved. Tax mode is now \"exclusive\". Cart will be recalculated.","تم حفظ الإعدادات. وضع الضريبة الآن \"غير شامل\". سيتم إعادة حساب السلة.",""
"This will clear all cached items, customers, and stock data. Invoices and drafts will be preserved.","سيتم مسح جميع الأصناف والعملاء وبيانات المخزون المخزنة مؤقتاً. سيتم الاحتفاظ بالفواتير والمسودات.",""
"Clear All Data","مسح جميع البيانات",""
"Clearing...","جاري المسح...",""
"Confirm Clear Cache","تأكيد مسح الذاكرة المؤقتة",""
"Manage Invoices","إدارة الفواتير",""
"Outstanding","المستحقات",""
"No Outstanding","لا مستحقات",""
"Pay Outstanding","دفع المستحقات",""
"View Outstanding","عرض المستحقات",""
"Search invoices...","البحث عن الفواتير...",""
"Invoice Management","إدارة الفواتير",""
"All Invoices","جميع الفواتير",""
"Draft","مسودة",""
"Return","مرتجع",""
"Load More","تحميل المزيد",""
"No more invoices","لا مزيد من الفواتير",""
"Failed to load invoices","فشل في تحميل الفواتير",""
"Apply Filter","تطبيق الفلتر",""
"Reset Filter","إعادة تعيين الفلتر",""
"Filter by Status","تصفية حسب الحالة",""
"Filter by Date","تصفية حسب التاريخ",""
"Show All","عرض الكل",""
"Shift Details","تفاصيل الوردية",""
"Shift ID","رقم الوردية",""
"Cashier","أمين الصندوق",""
"Current Time","الوقت الحالي",""
"Cash Sales","مبيعات نقدية",""
"Card Sales","مبيعات بطاقات",""
"Other Sales","مبيعات أخرى",""
"Total Transactions","إجمالي المعاملات",""
"Average Transaction","متوسط المعاملة",""
"Shift Summary","ملخص الوردية",""
"View Full Report","عرض التقرير الكامل",""
"Print Report","طباعة التقرير",""
"Export Data","تصدير البيانات",""
"Quick Actions","إجراءات سريعة",""
"New Sale","عملية بيع جديدة",""
"Returns","المرتجعات",""
"Recent Activity","النشاط الأخير",""
"No recent activity","لا يوجد نشاط حديث",""
"Show All Activity","عرض كل النشاط",""
"Keyboard Shortcuts","اختصارات لوحة المفاتيح",""
"Press F1 for help","اضغط F1 للمساعدة",""
"Press Enter to search","اضغط Enter للبحث",""
"Press Esc to close","اضغط Esc للإغلاق",""
"Scanning...","جاري المسح...",""
"Scan Complete","اكتمل المسح",""
"Scan Failed","فشل المسح",""
"Invalid Barcode","باركود غير صالح",""
"Item Scanned","تم مسح الصنف",""
"Multiple Results","نتائج متعددة",""
"Select Item","اختر الصنف",""
"Enter Quantity","أدخل الكمية",""
"Set Price","تعيين السعر",""
"Custom Price","سعر مخصص",""
"Original Price","السعر الأصلي",""
"New Price","السعر الجديد",""
"Price Changed","تم تغيير السعر",""
"Discount Applied","تم تطبيق الخصم",""
"Offer Applied","تم تطبيق العرض",""
"Coupon Applied","تم تطبيق الكوبون",""
"Free Items Added","تمت إضافة أصناف مجانية",""
"Bundle Items","أصناف الحزمة",""
"View Bundle","عرض الحزمة",""
"Expand Bundle","توسيع الحزمة",""
"Collapse Bundle","طي الحزمة",""
"Stock Warning","تحذير المخزون",""
"Low Stock Warning","تحذير انخفاض المخزون",""
"Only {0} left in stock","متبقي {0} فقط في المخزون",""
"Continue Anyway","المتابعة رغم ذلك",""
"Check Other Warehouses","التحقق من المستودعات الأخرى",""
"Transfer Stock","نقل مخزون",""
"Reserve Stock","حجز مخزون",""
"Stock Reserved","تم حجز المخزون",""
"Reservation Expired","انتهت صلاحية الحجز",""
"Extend Reservation","تمديد الحجز",""
"Release Reservation","إلغاء الحجز",""
"Customer Account","حساب العميل",""
"Credit Limit","حد الائتمان",""
"Available Credit","الرصيد المتاح",""
"Credit Used","الرصيد المستخدم",""
"Credit Exceeded","تجاوز حد الائتمان",""
"Requires Approval","يتطلب موافقة",""
"Request Approval","طلب الموافقة",""
"Approval Pending","بانتظار الموافقة",""
"Approved","تمت الموافقة",""
"Rejected","مرفوض",""
"Loyalty Points","نقاط الولاء",""
"Points Balance","رصيد النقاط",""
"Redeem Points","استبدال النقاط",""
"Points to Redeem","نقاط للاستبدال",""
"Points Value","قيمة النقاط",""
